team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
Hartford,Hawks,dba620d9-7282-4638-bf05-13caf48eeed1,32,6475.0,823,1803,986,510,6475.0,0.517,313,817,0.383,27,433,586,0.739,229,685,914,448,388,1.15,218,67,528,7,2392,195,0,472,289,0,3,874,2518,2060.84,0.58,6.09,14.75,9.03,202.3,74.8,7.16,21.41,28.56,14.0,6.81,2.09,12.13,16.5,0.0,0.84,25.72,56.34,9.78,25.53,13.53,18.31,15.94,30.81,27.31,78.69,64.4
Binghamton,Bearcats,fa0f8282-c4f1-490e-962c-f25350cd76f4,32,6400.0,773,1793,1029,507,6400.0,0.493,266,764,0.348,20,289,448,0.645,218,732,950,316,400,0.79,179,148,464,5,2101,131,0,373,212,0,2,844,2115,1990.12,0.528,4.09,11.66,6.63,200.0,65.7,6.81,22.88,29.69,9.9,5.59,4.63,12.5,14.5,0.0,0.63,24.16,56.03,8.31,23.88,9.03,14.0,15.84,32.16,26.38,66.09,62.19
Sacred Heart,Pioneers,3556d445-b3f1-467e-b150-952b32dfb150,32,6425.0,885,1926,1245,642,6425.0,0.516,243,681,0.357,20,545,722,0.755,294,827,1121,471,485,0.97,170,132,572,3,2558,384,0,401,389,0,0,1118,2749,2243.68,0.57,12.0,12.53,12.16,200.8,79.9,9.19,25.84,35.03,14.7,5.31,4.13,15.16,17.88,0.0,0.63,27.66,60.19,7.59,21.28,17.03,22.56,20.06,38.91,34.94,85.91,70.12
Wagner,Seahawks,3b644902-cd06-4930-9a3e-6c78cfb1f464,30,6025.0,655,1696,923,419,6025.0,0.454,236,773,0.305,19,428,575,0.744,334,653,987,351,414,0.85,184,108,639,7,1974,190,2,407,339,0,0,706,2002,1949.0,0.506,6.33,13.57,11.3,200.8,65.8,11.13,21.77,32.9,11.7,6.13,3.6,13.8,21.3,0.07,0.63,21.83,56.53,7.87,25.77,14.27,19.17,13.97,30.77,23.53,66.73,64.97
Mount St. Mary's,Mountaineers,5fe4a398-1699-4442-a364-305b2f0ac01e,31,6200.0,733,1755,1032,510,6200.0,0.494,223,723,0.308,24,403,594,0.678,251,697,948,354,410,0.86,146,107,576,2,2092,266,1,416,279,0,0,873,2024,2016.36,0.519,8.58,13.42,9.0,200.0,67.5,8.1,22.48,30.58,11.4,4.71,3.45,13.23,18.58,0.03,0.77,23.65,56.61,7.19,23.32,13.0,19.16,16.45,33.29,28.16,65.29,65.04
Bryant University,Bulldogs,61dadefa-76bf-4db4-8067-f88df540b9cd,30,6000.0,709,1680,972,479,6000.0,0.493,230,708,0.325,11,440,618,0.712,236,621,857,319,383,0.83,158,78,575,7,2088,212,1,350,289,0,1,790,1968,1951.92,0.535,7.07,11.67,9.63,200.0,69.6,7.87,20.7,28.57,10.6,5.27,2.6,12.77,19.17,0.03,0.37,23.63,56.0,7.67,23.6,14.67,20.6,15.97,32.4,26.33,65.6,65.06
St. Francis (PA),Red Flash,6637ac5f-59c2-4888-af34-a86d138ccfb3,31,6200.0,831,1906,1229,598,6200.0,0.487,233,677,0.344,29,474,663,0.715,339,741,1080,387,380,1.02,212,90,564,2,2369,437,0,468,381,0,2,1054,2494,2197.72,0.539,14.1,15.1,12.29,200.0,76.4,10.94,23.9,34.84,12.5,6.84,2.9,12.26,18.19,0.0,0.94,26.81,61.48,7.52,21.84,15.29,21.39,19.29,39.65,34.0,80.45,70.89
Robert Morris,Colonials,6906e22d-92fa-40cb-8c05-ec8391ac1979,33,6675.0,799,1846,1121,542,6675.0,0.483,257,725,0.354,24,425,609,0.698,294,696,990,454,487,0.93,238,85,658,3,2280,353,0,512,316,0,1,922,2329,2113.96,0.539,10.7,15.52,9.58,202.3,69.1,8.91,21.09,30.0,13.8,7.21,2.58,14.76,19.94,0.0,0.73,24.21,55.94,7.79,21.97,12.88,18.45,16.42,33.97,27.94,70.58,64.06
LIU Brooklyn,Blackbirds,82c12e8d-7c6c-47d8-b100-3cbc190d268e,32,6425.0,822,1880,1067,545,6425.0,0.511,277,813,0.341,9,452,643,0.703,270,813,1083,430,471,0.91,218,157,610,7,2373,396,0,484,338,0,3,1004,2541,2162.92,0.549,12.38,15.13,10.56,200.8,74.2,8.44,25.41,33.84,13.4,6.81,4.91,14.72,19.06,0.0,0.28,25.69,58.75,8.66,25.41,14.13,20.09,17.03,33.34,31.38,79.41,67.59
Central Connecticut State,Blue Devils,a93bf4f2-3724-4539-8c8a-9ac8ee3741a6,31,6300.0,754,1821,1209,553,6300.0,0.457,201,612,0.328,24,496,634,0.782,300,720,1020,353,427,0.83,172,110,597,6,2205,270,1,418,335,0,0,856,2228,2099.96,0.525,8.71,13.48,10.81,203.2,71.1,9.68,23.23,32.9,11.4,5.55,3.55,13.77,19.26,0.03,0.77,24.32,58.74,6.48,19.74,16.0,20.45,17.84,39.0,27.61,71.87,67.74
Fairleigh Dickinson,Knights,b71d5a1b-2671-4e5a-b94b-06bfb22a27dd,32,6500.0,846,1787,1170,599,6500.0,0.512,247,617,0.4,28,465,641,0.725,251,700,951,454,432,1.05,248,112,543,3,2404,389,0,512,298,0,3,1034,2620,2069.04,0.581,12.16,16.0,9.31,203.1,75.1,7.84,21.88,29.72,14.2,7.75,3.5,13.5,16.97,0.0,0.88,26.44,55.84,7.72,19.28,14.53,20.03,18.72,36.56,32.31,81.88,64.66
St. Francis (BKN),Terriers,e19cfc47-f23f-4c64-ba29-2e6d12dc45b2,32,6425.0,814,1926,1149,555,6425.0,0.483,259,777,0.333,13,386,570,0.677,292,764,1056,369,401,0.92,189,129,613,4,2273,272,1,442,331,0,2,924,2319,2176.8,0.522,8.5,13.81,10.34,200.8,71.0,9.13,23.88,33.0,11.5,5.91,4.03,12.53,19.16,0.03,0.41,25.44,60.19,8.09,24.28,12.06,17.81,17.34,35.91,28.88,72.47,68.03
Brown,Bears,558abf02-97f4-4323-aa99-63c076d35932,30,6050.0,759,1714,1029,528,6050.0,0.513,231,685,0.337,14,460,649,0.709,220,789,1009,385,427,0.9,229,114,565,9,2209,198,0,482,272,0,0,852,2375,1999.56,0.552,6.6,16.07,9.07,201.7,73.6,7.33,26.3,33.63,12.8,7.63,3.8,14.23,18.83,0.0,0.47,25.3,57.13,7.7,22.83,15.33,21.63,17.6,34.3,28.4,79.17,66.65
Harvard,Crimson,5c7bf63f-bc39-43c5-9907-73b50b7a6b34,27,5525.0,683,1489,864,450,5525.0,0.521,233,625,0.373,12,324,458,0.707,222,695,917,332,435,0.76,157,105,476,0,1923,124,3,328,230,0,0,760,2059,1690.52,0.569,4.59,12.15,8.52,204.6,71.2,8.22,25.74,33.96,12.3,5.81,3.89,16.11,17.63,0.11,0.44,25.3,55.15,8.63,23.15,12.0,16.96,16.67,32.0,28.15,76.26,62.61
Cornell,Big Red,88ff8c00-958e-4ccf-a21d-77fab9e93692,30,6075.0,719,1648,941,486,6075.0,0.516,233,707,0.33,15,389,541,0.719,156,733,889,430,394,1.09,177,103,475,2,2060,208,0,390,211,0,0,893,2184,1886.04,0.546,6.93,13.0,7.03,202.5,68.7,5.2,24.43,29.63,14.3,5.9,3.43,13.13,15.83,0.0,0.5,23.97,54.93,7.77,23.57,12.97,18.03,16.2,31.37,29.77,72.8,62.87
Yale,Bulldogs,ca478771-aa3d-4231-81e0-b70f519134fb,27,5475.0,803,1626,1056,591,5475.0,0.56,212,570,0.372,11,355,496,0.716,212,786,998,468,368,1.27,160,119,458,4,2173,373,1,368,268,0,1,1014,2586,1844.24,0.589,13.81,13.63,9.93,202.8,80.5,7.85,29.11,36.96,17.3,5.93,4.41,13.63,16.96,0.04,0.41,29.74,60.22,7.85,21.11,13.15,18.37,21.89,39.11,37.56,95.78,68.31
Columbia,Lions,ca74bd67-034c-4468-8487-6f983f5eb4f6,28,5800.0,778,1721,1066,541,5800.0,0.508,237,655,0.362,17,266,377,0.706,215,696,911,443,365,1.21,218,78,538,1,2059,137,0,412,244,0,2,840,2290,1886.88,0.546,4.89,14.71,8.71,207.1,73.5,7.68,24.86,32.54,15.8,7.79,2.79,13.04,19.21,0.0,0.61,27.79,61.46,8.46,23.39,9.5,13.46,19.32,38.07,30.0,81.79,67.39
Dartmouth,Big Green,d60357bd-1205-42e9-9092-d986a2843a34,30,6050.0,791,1748,1029,527,6050.0,0.512,264,719,0.367,15,314,435,0.722,206,739,945,423,362,1.17,159,99,468,1,2160,196,0,342,220,0,0,968,2346,1939.4,0.557,6.53,11.4,7.33,201.7,72.0,6.87,24.63,31.5,14.1,5.3,3.3,12.07,15.6,0.0,0.5,26.37,58.27,8.8,23.97,10.47,14.5,17.57,34.3,32.27,78.2,64.65
Pennsylvania,Quakers,e6c94452-1adf-4fb9-90e5-10f165c57c5a,30,6125.0,799,1760,976,524,6125.0,0.537,275,784,0.351,22,319,499,0.639,223,752,975,456,382,1.19,204,74,482,5,2192,277,0,405,300,0,5,1028,2378,1979.56,0.554,9.23,13.5,10.0,204.2,73.1,7.43,25.07,32.5,15.2,6.8,2.47,12.73,16.07,0.0,0.73,26.63,58.67,9.17,26.13,10.63,16.63,17.47,32.53,34.27,79.27,65.99
Princeton,Tigers,fe406882-9f22-495e-9df6-ef357a6803c6,27,5475.0,657,1604,949,456,5475.0,0.481,201,655,0.307,27,356,482,0.739,214,678,892,286,344,0.83,164,69,441,3,1871,186,0,356,222,0,2,844,1865,1816.08,0.515,6.89,13.19,8.22,202.8,69.3,7.93,25.11,33.04,10.6,6.07,2.56,12.74,16.33,0.0,1.0,24.33,59.41,7.44,24.26,13.19,17.85,16.89,35.15,31.26,69.07,67.26
Delaware,Fightin Blue Hens,0affc15f-641d-4211-970d-fb9fb8d36842,33,6800.0,830,1808,1062,548,6800.0,0.516,282,746,0.378,16,410,564,0.727,220,788,1008,425,378,1.12,149,78,523,6,2352,238,1,364,267,0,0,969,2502,2056.16,0.572,7.21,11.03,8.09,206.1,71.3,6.67,23.88,30.55,12.9,4.52,2.36,11.45,15.85,0.03,0.48,25.15,54.79,8.55,22.61,12.42,17.09,16.61,32.18,29.36,75.82,62.31
Hofstra,Pride,36ca2008-cd2e-4549-8b3b-c745167e07f3,33,6800.0,948,1931,1177,653,6800.0,0.555,295,754,0.391,10,576,723,0.797,261,787,1048,468,326,1.44,217,114,492,6,2767,229,1,569,330,0,0,1010,3158,2249.12,0.615,6.94,17.24,10.0,206.1,83.8,7.91,23.85,31.76,14.2,6.58,3.45,9.88,14.91,0.03,0.3,28.73,58.52,8.94,22.85,17.45,21.91,19.79,35.67,30.61,95.7,68.16
James Madison,Dukes,524e3eec-7dde-45c7-b3cc-6308cec73350,33,6750.0,821,1860,1189,578,6750.0,0.486,243,671,0.362,14,437,607,0.72,305,742,1047,404,420,0.96,211,101,613,3,2322,235,0,402,361,0,1,1010,2456,2127.08,0.546,7.12,12.18,10.94,204.5,70.4,9.24,22.48,31.73,12.2,6.39,3.06,12.73,18.58,0.0,0.42,24.88,56.36,7.36,20.33,13.24,18.39,17.52,36.03,30.61,74.42,64.46
Towson,Tigers,6f3eec09-2918-4739-a0e8-5d79e14a8332,32,6550.0,810,1860,1310,630,6550.0,0.481,180,550,0.327,6,370,531,0.697,346,736,1082,319,390,0.82,154,94,562,3,2170,205,1,327,373,0,1,901,2218,2093.64,0.518,6.41,10.22,11.66,204.7,67.8,10.81,23.0,33.81,10.0,4.81,2.94,12.19,17.56,0.03,0.19,25.31,58.13,5.63,17.19,11.56,16.59,19.69,40.94,28.16,69.31,65.43
Charleston,Cougars,8548dacb-3636-48a8-8c46-611ab0c15fc0,33,6650.0,878,1818,1151,651,6650.0,0.566,227,667,0.34,17,470,615,0.764,230,746,976,387,347,1.12,216,76,486,8,2453,315,0,499,286,0,1,1098,2676,2088.6,0.587,9.55,15.12,8.67,201.5,74.3,6.97,22.61,29.58,11.7,6.55,2.3,10.52,14.73,0.0,0.52,26.61,55.09,6.88,20.21,14.24,18.64,19.73,34.88,33.27,81.09,63.29
Elon,Phoenix,8accb91e-6086-41b3-a420-7a82fa442365,32,6450.0,812,1860,918,477,6450.0,0.52,335,942,0.356,15,307,443,0.693,223,758,981,468,414,1.13,135,59,539,4,2266,83,0,381,274,0,1,726,2311,2054.92,0.551,2.59,11.91,8.56,201.6,70.8,6.97,23.69,30.66,14.6,4.22,1.84,12.94,16.84,0.0,0.47,25.38,58.13,10.47,29.44,9.59,13.84,14.91,28.69,22.69,72.22,64.22
Northeastern,Huskies,93df9b18-e9fc-42a7-bb45-a736c203b4dc,32,6525.0,838,1739,940,530,6525.0,0.564,308,799,0.385,25,445,591,0.753,197,756,953,454,361,1.26,198,68,508,4,2429,205,2,451,225,0,1,919,2694,1999.04,0.608,6.41,14.09,7.03,203.9,75.9,6.16,23.63,29.78,14.2,6.19,2.13,11.28,15.88,0.06,0.78,26.19,54.34,9.63,24.97,13.91,18.47,16.56,29.38,28.72,84.19,62.47
William & Mary,Tribe,ad24b724-a11c-4dcd-a68c-67c53833ccb7,31,6325.0,841,1773,1038,587,6325.0,0.566,254,735,0.346,6,385,576,0.668,223,764,987,529,391,1.35,158,146,516,5,2321,321,1,351,255,0,1,1050,2627,2026.44,0.573,10.35,11.32,8.23,204.0,74.9,7.19,24.65,31.84,17.1,5.1,4.71,12.61,16.65,0.03,0.19,27.13,57.19,8.19,23.71,12.42,18.58,18.94,33.48,33.87,84.74,65.37
North Carolina-Wilmington,Seahawks,c54279f9-3028-4663-893a-7d22482f8098,33,6675.0,881,1988,1244,621,6675.0,0.499,260,744,0.349,19,493,673,0.733,349,798,1147,495,435,1.14,150,68,585,23,2515,351,0,378,423,0,1,940,2653,2284.12,0.551,10.64,11.45,12.82,202.3,76.2,10.58,24.18,34.76,15.0,4.55,2.06,13.18,17.73,0.0,0.58,26.7,60.24,7.88,22.55,14.94,20.39,18.82,37.7,28.48,80.39,69.22
Drexel,Dragons,f2d01b77-0f5d-4574-9e49-2a3eaf822e44,32,6400.0,873,1899,1230,636,6400.0,0.517,237,669,0.354,21,440,584,0.753,258,754,1012,464,375,1.24,144,61,538,8,2423,309,1,371,307,0,2,1070,2559,2155.96,0.562,9.66,11.59,9.59,200.0,75.7,8.06,23.56,31.63,14.5,4.5,1.91,11.72,16.81,0.03,0.66,27.28,59.34,7.41,20.91,13.75,18.25,19.88,38.44,33.44,79.97,67.37
Pepperdine,Waves,17479d6f-c8f1-458b-9412-8c76279a2bb4,34,6850.0,865,1949,1130,552,6850.0,0.488,313,819,0.382,86,529,696,0.76,250,733,983,479,432,1.11,229,95,639,5,2572,284,0,525,289,0,11,940,2675,2255.24,0.57,8.35,15.44,8.5,201.5,75.6,7.35,21.56,28.91,14.1,6.74,2.79,12.71,18.79,0.0,2.53,25.44,57.32,9.21,24.09,15.56,20.47,16.24,33.24,27.65,78.68,66.33
Portland,Pilots,224e3b21-30e7-4a05-9e8c-62721d581db8,32,6450.0,707,1708,1044,491,6450.0,0.47,216,664,0.325,89,448,668,0.671,192,751,943,369,425,0.87,175,123,588,4,2078,264,0,317,201,0,12,814,2042,2001.92,0.519,8.25,9.91,6.28,201.6,64.9,6.0,23.47,29.47,11.5,5.47,3.84,13.28,18.38,0.0,2.78,22.09,53.38,6.75,20.75,14.0,20.88,15.34,32.63,25.44,63.81,62.56
Santa Clara,Broncos,28023973-1d9d-4d01-b939-dc8f9b44fb1c,31,6275.0,735,1653,990,496,6275.0,0.501,239,663,0.36,83,406,567,0.716,211,752,963,417,433,0.96,146,111,601,4,2115,80,1,362,242,0,23,860,2240,1902.48,0.556,2.58,11.68,7.81,202.4,68.2,6.81,24.26,31.06,13.5,4.71,3.58,13.97,19.39,0.03,2.68,23.71,53.32,7.71,21.39,13.1,18.29,16.0,31.94,27.74,72.26,61.37
Gonzaga,Bulldogs,2f4d21f8-6d5f-48a5-abca-52a30583871a,32,6400.0,1044,1949,1262,789,6400.0,0.625,255,687,0.371,64,542,706,0.768,277,890,1167,588,330,1.78,244,174,516,3,2885,388,0,582,389,0,5,1416,3659,2259.64,0.638,12.13,18.19,12.16,200.0,90.2,8.66,27.81,36.47,18.4,7.63,5.44,10.31,16.13,0.0,2.0,32.63,60.91,7.97,21.47,16.94,22.06,24.66,39.44,44.25,114.34,70.61
Loyola Marymount,Lions,441a11b4-b506-45b3-8030-fe72a4381c40,31,6200.0,744,1627,1167,598,6200.0,0.512,146,460,0.317,106,460,618,0.744,251,676,927,408,395,1.03,224,93,557,6,2094,146,3,494,278,0,4,1020,2310,1898.92,0.551,4.71,15.94,8.97,200.0,67.5,8.1,21.81,29.9,13.2,7.23,3.0,12.74,17.97,0.1,3.42,24.0,52.48,4.71,14.84,14.84,19.94,19.29,37.65,32.9,74.52,61.26
San Diego,Toreros,620d5944-7156-47d3-aad5-5b3824557d03,35,7100.0,892,1942,1158,618,7100.0,0.534,274,784,0.349,108,473,634,0.746,234,882,1116,503,443,1.14,197,109,650,5,2531,94,3,483,246,0,15,918,2802,2220.96,0.57,2.69,13.8,7.03,202.9,72.3,6.69,25.2,31.89,14.4,5.63,3.11,12.66,18.57,0.09,3.09,25.49,55.49,7.83,22.4,13.51,18.11,17.66,33.09,26.23,80.06,63.46
Saint Mary's,Gaels,b18f34af-a7f1-4659-a2e5-fc11a31cd316,32,6425.0,853,1799,1165,612,6425.0,0.525,241,634,0.38,93,399,538,0.742,274,762,1036,328,338,0.97,191,83,547,1,2346,156,2,401,288,0,5,1128,2561,2035.72,0.576,4.88,12.53,9.0,200.8,73.3,8.56,23.81,32.38,10.3,5.97,2.59,10.56,17.09,0.06,2.91,26.66,56.22,7.53,19.81,12.47,16.81,19.13,36.41,35.25,80.03,63.62
BYU,Cougars,c31455b2-8a45-4248-aa8f-ce7eab1c6b02,32,6475.0,878,1877,1193,652,6475.0,0.547,226,684,0.33,75,545,750,0.727,224,813,1037,482,355,1.36,203,107,627,8,2527,287,3,479,284,0,10,1126,2797,2207.0,0.572,8.97,14.97,8.88,202.3,79.0,7.0,25.41,32.41,15.1,6.34,3.34,11.09,19.59,0.09,2.34,27.44,58.66,7.06,21.38,17.03,23.44,20.38,37.28,35.19,87.41,68.97
Pacific,Tigers,c9570e17-c4fd-41e6-908a-1a083941319d,32,6450.0,710,1680,1116,512,6450.0,0.459,198,564,0.351,105,520,696,0.747,247,705,952,322,423,0.76,196,46,632,7,2138,145,3,448,314,0,17,794,2085,1986.24,0.538,4.53,14.0,9.81,201.6,66.8,7.72,22.03,29.75,10.1,6.13,1.44,13.22,19.75,0.09,3.28,22.19,52.5,6.19,17.63,16.25,21.75,16.0,34.88,24.81,65.16,62.07
San Francisco,Dons,d24efd99-8717-43b9-a086-9986a684ac04,31,6250.0,864,1852,1124,606,6250.0,0.539,258,728,0.354,107,372,568,0.655,290,775,1065,439,321,1.37,188,104,544,2,2358,173,2,448,340,0,7,1097,2649,2101.92,0.561,5.58,14.45,10.97,201.6,76.1,9.35,25.0,34.35,14.2,6.06,3.35,10.35,17.55,0.06,3.45,27.87,59.74,8.32,23.48,12.0,18.32,19.55,36.26,35.39,85.45,67.8
Marquette,Golden Eagles,06f7c904-0ac7-4125-b0f4-f4871bb69057,31,6275.0,819,1779,1037,527,6275.0,0.508,292,742,0.394,86,470,615,0.764,242,846,1088,424,432,0.98,154,136,568,6,2400,343,0,386,266,0,10,874,2665,2049.6,0.585,11.06,12.45,8.58,202.4,77.4,7.81,27.29,35.1,13.7,4.97,4.39,13.94,18.32,0.0,2.77,26.42,57.39,9.42,23.94,15.16,19.84,17.0,33.45,28.19,85.97,66.12
Xavier,Musketeers,0d8a328f-20ce-410b-bed1-15fc01308aaf,31,6250.0,809,1721,1069,587,6250.0,0.549,222,652,0.34,99,402,583,0.69,281,761,1042,453,421,1.08,170,117,491,8,2242,229,2,382,353,0,10,1044,2510,1977.52,0.567,7.39,12.32,11.39,201.6,72.3,9.06,24.55,33.61,14.6,5.48,3.77,13.58,15.84,0.06,3.19,26.1,55.52,7.16,21.03,12.97,18.81,18.94,34.48,33.68,80.97,63.79
Villanova,Wildcats,4383eb6a-7fd8-4ff2-94c5-43c933121e88,31,6250.0,771,1738,806,440,6250.0,0.546,331,932,0.355,69,441,607,0.727,284,718,1002,440,344,1.28,167,93,511,2,2314,295,0,407,338,0,14,746,2539,2005.08,0.577,9.52,13.13,10.9,201.6,74.6,9.16,23.16,32.32,14.2,5.39,3.0,11.1,16.48,0.0,2.23,24.87,56.06,10.68,30.06,14.23,19.58,14.19,26.0,24.06,81.9,64.68
Providence,Friars,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,31,6325.0,762,1810,1186,556,6325.0,0.469,206,624,0.33,95,484,703,0.688,331,717,1048,449,407,1.1,227,121,553,3,2214,240,4,479,359,0,10,926,2385,2119.32,0.522,7.74,15.45,11.58,204.0,71.4,10.68,23.13,33.81,14.5,7.32,3.9,13.13,17.84,0.13,3.06,24.58,58.39,6.65,20.13,15.61,22.68,17.94,38.26,29.87,76.94,68.37
Creighton,Bluejays,7d797407-623e-476d-b299-46de4275414d,31,6300.0,877,1810,957,539,6300.0,0.563,338,853,0.396,102,367,532,0.69,218,761,979,499,411,1.21,210,78,523,3,2459,315,3,439,269,0,4,977,2716,2044.08,0.601,10.16,14.16,8.68,203.2,79.3,7.03,24.55,31.58,16.1,6.77,2.52,13.26,16.87,0.1,3.29,28.29,58.39,10.9,27.52,11.84,17.16,17.39,30.87,31.52,87.61,65.94
Georgetown,Hoyas,8736b67f-5924-400b-bf94-3bd804c36600,31,6375.0,848,1906,1182,586,6375.0,0.496,262,724,0.362,112,542,733,0.739,285,846,1131,524,421,1.24,184,124,549,6,2500,303,0,427,350,0,5,932,2793,2228.52,0.561,9.77,13.77,11.29,205.6,80.6,9.19,27.29,36.48,16.9,5.94,4.0,13.58,17.71,0.0,3.61,27.35,61.48,8.45,23.35,17.48,23.65,18.9,38.13,30.06,90.1,71.89
Seton Hall,Pirates,aef5e386-d8e8-460c-8014-3a2f090fd988,30,6075.0,786,1771,1128,577,6075.0,0.512,209,643,0.325,132,433,606,0.715,267,708,975,410,383,1.07,211,120,548,5,2214,313,1,427,283,0,10,1042,2389,2037.64,0.543,10.43,14.23,9.43,202.5,73.8,8.9,23.6,32.5,13.7,7.03,4.0,12.77,18.27,0.03,4.4,26.2,59.03,6.97,21.43,14.43,20.2,19.23,37.6,34.73,79.63,67.92
Butler,Bulldogs,bdb7d7a4-45f8-4bf3-ab85-15488c451494,31,6250.0,812,1824,1046,539,6250.0,0.515,273,778,0.351,110,344,465,0.74,226,688,914,403,339,1.19,182,61,552,4,2241,265,2,471,257,0,7,914,2329,2028.6,0.552,8.55,15.19,8.29,201.6,72.3,7.29,22.19,29.48,13.0,5.87,1.97,10.94,17.81,0.06,3.55,26.19,58.84,8.81,25.1,11.1,15.0,17.39,33.74,29.48,75.13,65.44
St. John's,Red Storm,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,31,6275.0,871,1903,1167,600,6275.0,0.514,271,736,0.368,78,409,565,0.724,209,737,946,441,324,1.36,273,99,590,16,2422,317,5,543,265,0,22,994,2669,2151.6,0.563,10.23,17.52,8.55,202.4,78.1,6.74,23.77,30.52,14.2,8.81,3.19,10.45,19.03,0.16,2.52,28.1,61.39,8.74,23.74,13.19,18.23,19.35,37.65,32.06,86.1,69.41
DePaul,Blue Demons,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,29,5825.0,799,1707,1138,600,5825.0,0.527,199,569,0.35,94,435,605,0.719,272,721,993,424,400,1.06,187,87,521,12,2232,337,1,449,335,0,10,952,2445,1973.2,0.566,11.62,15.48,11.55,200.9,77.0,9.38,24.86,34.24,14.6,6.45,3.0,13.79,17.97,0.03,3.24,27.55,58.86,6.86,19.62,15.0,20.86,20.69,39.24,32.83,84.31,68.04
Saint Louis,Billikens,1e42cce3-236b-4f3e-9650-2c45e6332e1e,31,6200.0,737,1772,1192,560,6200.0,0.47,177,580,0.305,102,439,733,0.599,379,759,1138,399,414,0.96,230,125,563,7,2090,254,3,449,398,0,17,978,2239,2094.52,0.499,8.19,14.48,12.84,200.0,67.4,12.23,24.48,36.71,12.9,7.42,4.03,13.35,18.16,0.1,3.29,23.77,57.16,5.71,18.71,14.16,23.65,18.06,38.45,31.55,72.23,67.57
St. Bonaventure,Bonnies,22d90601-19d4-461b-a901-924d12f116ed,31,6325.0,759,1751,1174,573,6325.0,0.488,186,577,0.322,73,357,490,0.729,261,728,989,382,393,0.97,191,141,512,9,2061,237,2,420,265,0,13,904,2246,1966.6,0.524,7.65,13.55,8.55,204.0,66.5,8.42,23.48,31.9,12.3,6.16,4.55,12.68,16.52,0.06,2.35,24.48,56.48,6.0,18.61,11.52,15.81,18.48,37.87,29.16,72.45,63.44
Davidson,Wildcats,2920c5fa-1e86-4958-a7c4-1e97b8e201d8,31,6225.0,781,1713,902,491,6225.0,0.544,290,811,0.358,66,362,484,0.748,200,803,1003,451,345,1.31,161,71,491,4,2214,163,1,409,208,0,10,902,2501,1925.96,0.575,5.26,13.19,6.71,200.8,71.4,6.45,25.9,32.35,14.5,5.19,2.29,11.13,15.84,0.03,2.13,25.19,55.26,9.35,26.16,11.68,15.61,15.84,29.1,29.1,80.68,62.13
Dayton,Flyers,632616c5-2dbb-4017-a449-c9dfc303f026,31,6275.0,850,1684,1107,657,6275.0,0.593,193,577,0.334,86,385,558,0.69,217,787,1004,513,387,1.33,156,74,430,7,2278,399,1,380,316,0,7,1204,2631,1929.52,0.59,12.87,12.26,10.19,202.4,73.5,7.0,25.39,32.39,16.5,5.03,2.39,12.48,13.87,0.03,2.77,27.42,54.32,6.23,18.61,12.42,18.0,21.19,35.71,38.84,84.87,62.24
Fordham,Rams,7888d144-563d-4f84-b99b-d120aecf1fef,31,6275.0,740,1833,1023,470,6275.0,0.459,270,810,0.333,74,308,452,0.681,253,697,950,354,335,1.06,184,98,546,3,2058,298,3,420,320,1,10,780,2072,2031.88,0.506,9.61,13.55,10.32,202.4,66.4,8.16,22.48,30.65,11.4,5.94,3.16,10.81,17.61,0.1,2.39,23.87,59.13,8.71,26.13,9.94,14.58,15.16,33.0,25.16,66.84,65.54
Rhode Island,Rams,7e42bca2-3cd7-4aca-aa46-f190fe5d8eb4,30,6075.0,751,1745,1178,595,6075.0,0.505,156,567,0.275,84,433,646,0.67,296,693,989,366,373,0.98,223,120,544,9,2091,249,1,463,330,0,10,970,2209,2029.24,0.515,8.3,15.43,11.0,202.5,69.7,9.87,23.1,32.97,12.2,7.43,4.0,12.43,18.13,0.03,2.8,25.03,58.17,5.2,18.9,14.43,21.53,19.83,39.27,32.33,73.63,67.64
